Lamball,https://palworld.fandom.com/wiki/Lamball
Cattiva,https://palworld.fandom.com/wiki/Cattiva
Chikipi,https://palworld.fandom.com/wiki/Chikipi
Lifmunk,https://palworld.fandom.com/wiki/Lifmunk
Fuack,https://palworld.fandom.com/wiki/Fuack
Fuack Ignis,https://palworld.fandom.com/wiki/Fuack_Ignis
Vixy,https://palworld.fandom.com/wiki/Vixy
Celaray,https://palworld.fandom.com/wiki/Celaray
Celaray Lux,https://palworld.fandom.com/wiki/Celaray_Lux
Cremis,https://palworld.fandom.com/wiki/Cremis
Croajiro,https://palworld.fandom.com/wiki/Croajiro
Croajiro Noct,https://palworld.fandom.com/wiki/Croajiro_Noct
Herbil,https://palworld.fandom.com/wiki/Herbil
Teafant,https://palworld.fandom.com/wiki/Teafant
Gumoss,https://palworld.fandom.com/wiki/Gumoss
Gumoss (Special),https://palworld.fandom.com/wiki/Gumoss
Pupperai,https://palworld.fandom.com/wiki/Pupperai
Clovee,https://palworld.fandom.com/wiki/Clovee
Jolthog,https://palworld.fandom.com/wiki/Jolthog
Jolthog Cryst,https://palworld.fandom.com/wiki/Jolthog_Cryst
Depresso,https://palworld.fandom.com/wiki/Depresso
Pengullet,https://palworld.fandom.com/wiki/Pengullet
Pengullet Lux,https://palworld.fandom.com/wiki/Pengullet_Lux
Penking,https://palworld.fandom.com/wiki/Penking
Penking Lux,https://palworld.fandom.com/wiki/Penking_Lux
Hoocrates,https://palworld.fandom.com/wiki/Hoocrates
Melpaca,https://palworld.fandom.com/wiki/Melpaca
Kingpaca,https://palworld.fandom.com/wiki/Kingpaca
Kingpaca Cryst,https://palworld.fandom.com/wiki/Kingpaca_Cryst
Daedream,https://palworld.fandom.com/wiki/Daedream
Tanzee,https://palworld.fandom.com/wiki/Tanzee
Tanzee Ignis,https://palworld.fandom.com/wiki/Tanzee_Ignis
Nox,https://palworld.fandom.com/wiki/Nox
Flambelle,https://palworld.fandom.com/wiki/Flambelle
Rooby,https://palworld.fandom.com/wiki/Rooby
Mau,https://palworld.fandom.com/wiki/Mau
Mau Cryst,https://palworld.fandom.com/wiki/Mau_Cryst
Rushoar,https://palworld.fandom.com/wiki/Rushoar
Foxparks,https://palworld.fandom.com/wiki/Foxparks
Foxparks Cryst,https://palworld.fandom.com/wiki/Foxparks_Cryst
Killamari,https://palworld.fandom.com/wiki/Killamari
Killamari Primo,https://palworld.fandom.com/wiki/Killamari_Primo
Fuddler,https://palworld.fandom.com/wiki/Fuddler
Eikthyrdeer,https://palworld.fandom.com/wiki/Eikthyrdeer
Eikthyrdeer Terra,https://palworld.fandom.com/wiki/Eikthyrdeer_Terra
Direhowl,https://palworld.fandom.com/wiki/Direhowl
Caprity,https://palworld.fandom.com/wiki/Caprity
Caprity Noct,https://palworld.fandom.com/wiki/Caprity_Noct
Swee,https://palworld.fandom.com/wiki/Swee
Sweepa,https://palworld.fandom.com/wiki/Sweepa
Turtacle,https://palworld.fandom.com/wiki/Turtacle
Turtacle Terra,https://palworld.fandom.com/wiki/Turtacle_Terra
Hangyu,https://palworld.fandom.com/wiki/Hangyu
Hangyu Cryst,https://palworld.fandom.com/wiki/Hangyu_Cryst
Woolipop,https://palworld.fandom.com/wiki/Woolipop
Woolipop Terra,https://palworld.fandom.com/wiki/Woolipop_Terra
